Latitude,Longitude,Road_ID,Vehicle_Count,Avg_Speed(km/h),Vehicle_Type,Traffic_Density,Weather,Visibility(m),Road_Condition,Accident_Occurred,Accident_Severity,Alert_Generated,temperature,humidity,Hour,DayOfWeek
1.1287468391873203,-0.6588004682423869,206,1.1663764452510512,0.8636005537267851,3,2,1,0.21956163611355692,2,1,1,1,-0.42244092769124686,0.0876139288000872,9,1
-1.4289341051897935,-0.556274525880709,316,-0.15625724274256528,1.2852350584091035,3,3,2,-1.4793484541661714,3,0,3,0,1.5698934774053195,-1.5475339020498884,8,6
-1.2344111791745256,0.757959404886764,203,0.6005438514569906,1.1647680570712982,1,2,4,1.5403421678057478,2,0,3,0,0.8135443051001415,-0.9121288626108605,1,2
1.4022312998693174,1.5484315431567361,32,-1.2737766154858348,0.05044829469660005,2,1,0,-0.9041353461922924,1,1,0,0,0.35235578540186235,-0.0056565357047239214,5,1
1.0921598307579445,-0.5746049410964348,433,-0.4745380767517243,0.35161579804111304,3,1,4,-0.5701981205593775,3,0,3,0,-1.1787900999964245,-0.6416445155469073,23,3
0.9452548726884975,0.8590945558207687,153,-0.4816109841741501,-0.49165321132352335,2,2,3,1.4045576609048507,3,0,3,1,-1.1787900999964245,-1.0905086259763126,15,0
0.4215409902417086,1.5874950229729778,449,-1.5071825604258848,1.646636062422519,0,2,0,0.18534821705191357,3,0,3,1,-1.5177636619746597,0.03689811372559612,18,4
-0.7290394384472048,-1.3930144395889987,348,0.6642000182588225,0.32149904770666177,2,2,4,-1.1521826343892068,2,0,3,0,1.2781917386961579,-0.5973410449071219,16,0
1.5002281045294128,0.10412587155888746,342,-1.2737766154858348,-0.28083595898236424,4,0,4,-0.18957383349859502,2,0,3,0,0.36042658449658227,-0.8235219213312894,9,3
-0.03694463388597378,-1.6937877689550074,470,-1.5496200049604394,0.11068179536550266,4,1,1,-0.78260643056708,3,0,3,0,0.7305303715544513,-0.10359052343477593,12,2
-0.7700979702221449,1.131347485308401,460,-0.3401528357256349,-1.57585622336377,1,1,3,-1.5627436631289273,1,0,3,0,-1.6468964474901777,-1.260144283294438,23,0
-0.47525628412313914,-0.7368452973592737,467,1.1663764452510512,-1.5156227226948675,4,1,0,-1.5035829593348355,3,0,3,0,1.6367658127615698,1.518149678142633,0,1
-1.6855571336657107,-0.5776242126103556,245,-0.106746890785585,0.5323163000478208,0,1,0,-1.2847596332530749,1,0,3,0,1.1605886661730962,1.3082911330068074,0,3
-0.8584600563556634,0.6527793867955541,363,-1.2737766154858348,1.3755853094124573,2,0,0,0.43090077677558314,0,0,3,0,-0.9839379504239014,0.7486683459779382,7,5
-1.0916919366549382,1.0064112204384799,335,1.6473341499760026,-1.5457394730293188,2,1,2,0.6714638795527631,0,0,3,0,-1.0900113099545057,-1.355163569008715,3,6
-1.2735474288045905,-0.344319315632257,17,-0.028944909138901673,-0.8530542153369389,3,3,0,0.1650339994840628,0,0,3,1,-1.0842464534582772,0.9870909708683626,15,2
-1.632461112839631,0.5772347686902504,464,1.0673557413370907,-0.19048570797901035,3,2,2,0.8607068537374779,1,0,3,1,-0.665717871832089,1.099598468677292,23,6
-0.9566200503367576,1.586611345921386,4,1.6897715945105571,0.7130168020545287,3,1,1,-0.631853552826714,2,0,3,0,0.09639615696931758,0.959109831516919,21,5
-1.3847369665035187,1.3455691839950552,359,0.3317733694048119,-0.8831709656713903,2,2,2,0.20851355287490125,1,0,3,0,-0.22412986422098655,-1.3277653700604264,12,3
-1.5873424966749583,0.7013930058854465,119,-0.658433669734794,-0.00978520597230255,2,1,3,-0.9273006820152802,1,0,3,0,-0.7106837525026712,0.5254021715695458,22,3
-1.267419749444473,1.5404849445458628,102,1.2795429640098632,0.17091529603440525,3,0,2,0.33218080719146637,0,0,3,1,0.3984746373716901,1.191703052375793,8,1
-1.041551872074535,1.307516407255963,281,0.4661586104309013,-0.5820034623268773,2,0,3,-0.5691289512137011,3,0,3,0,-1.2364386649587094,0.2928089507106726,22,5
-0.3003826838543557,0.7975812183048491,249,-0.43917353963959554,0.7732503027234312,0,3,3,-0.3905776704857498,1,0,3,1,-0.7083778099041795,0.5341462776168723,1,2
0.2817460080614494,1.4508868697622597,424,-1.1040268373476168,-0.25071920864791297,3,0,3,-0.7922289546781672,0,0,3,0,-0.4512652101723893,-0.12341049714204856,5,1
-0.6255618787767103,1.104319771977092,258,0.1337319615768907,1.5261690610847138,4,0,3,-0.17211073418588121,1,0,3,1,-0.14111593067529643,0.12259035298939158,9,6
-1.2537556114388455,0.010600020085614373,378,1.520021816372339,-1.365038971022611,3,0,0,-1.561674493783251,2,0,3,0,0.9980197129794532,-1.6064108827685506,5,3
1.5194453730821835,0.01069652018025012,221,-0.396736095105041,-0.37118620998571816,4,1,3,-1.549557241198919,1,0,3,0,-1.0277508597952383,0.5084968998780492,2,1
0.04282580693594494,-1.7020254499755054,225,-1.5425470975380136,1.345468559078006,1,2,4,-1.0249514822537205,0,0,3,0,0.06065404669270069,-1.4414387486756655,15,2
0.830735313530553,-1.62754953026677,38,0.041784165085355894,0.7732503027234312,4,3,1,1.378541206826726,1,0,3,0,0.33044933071619437,-0.2050221535837585,5,2
0.6660739305773133,0.8573402285242688,412,1.520021816372339,1.1948848074057494,0,2,4,1.4355635719294648,1,0,3,0,-1.558117657448259,-0.7028532578781896,8,4
-0.755253600077217,0.19285913751636385,353,-0.3825902802601895,-0.37118620998571816,2,3,0,-0.532420803678813,1,0,3,0,0.3834860104814957,0.1814673337080537,13,0
0.1990295117834609,0.9084643376558388,322,-0.8281834478730121,-1.57585622336377,0,3,3,-0.3442469988397744,0,0,3,0,-1.1280593628296136,-1.260144283294438,5,2
0.3458418011141764,1.5633873476455677,23,1.2088138897856058,0.23114879670330785,1,1,2,-1.489683757841043,0,0,3,0,-1.4935512646905,0.6927060672750517,17,4
-0.5230930337772854,-0.16197134065969468,267,0.5015231475430301,-0.6723537133302312,0,2,0,0.7217148387995518,1,0,3,0,1.5641286209090906,1.0541291172311962,9,5
0.5839307181530202,-1.4255735731946981,4,1.230032612052883,-0.6723537133302312,0,2,1,1.3589397688226594,0,0,3,0,1.6217771858713754,-1.1552150107265255,15,3
1.0000855175741006,0.4420170981413678,404,-0.7150169291142,1.6165193120880677,1,2,2,0.02283447650910756,1,0,3,0,1.077574732627406,-1.3615759134434207,3,5
-0.4799903218231471,-1.3863964388284225,258,1.2371055194753087,1.6165193120880677,0,3,2,-0.4782495568312109,1,0,3,0,-0.6645649005328431,-1.2175896338641181,20,0
-1.692240195491742,0.4237739332096349,143,0.473231517853327,-0.7928207146680364,1,3,3,-0.18208964807886052,1,0,3,0,-1.3805600773644215,1.341518735986646,5,3
-0.5316135589374619,0.09904798282036997,351,-0.6159962252002394,-0.6422369629957798,2,3,1,-1.2676529237222531,1,0,3,0,0.6486694093080068,0.1208415317799263,16,2
-1.338589327626154,0.7393026122147687,463,-0.11381979820801075,-0.5217699616579746,3,1,1,1.5371346597687188,3,0,3,0,-0.19645855303908957,-0.09193171537167474,4,6
-1.2039583723645604,-0.514486405373753,422,0.9612621300007043,1.255118308074652,2,3,2,-0.454371441444439,3,0,3,0,-1.2963931725194855,-1.3534147477992498,1,5
-0.47395527410267185,-1.2332447940359743,405,-1.5071825604258848,-0.5217699616579746,2,1,1,1.1133872090989898,2,0,3,0,-0.005065317364304117,0.5452221452768184,17,4
-1.0234434103397112,-0.9127372228425168,372,-1.1747559115718742,0.11068179536550266,2,2,4,0.6390324094005803,1,0,3,0,-1.599624624221104,1.3094570138131174,6,0
1.5005833103607398,0.6401026248287195,362,0.22567975806842555,-1.365038971022611,0,1,3,1.2060485523909408,1,0,3,1,1.4269250362988528,1.1701342574590552,19,0
0.5215868171105619,-0.07300215486498177,351,-1.3374327822876666,0.7431335523889799,2,0,3,-0.30753885130488623,0,0,3,0,-0.8236749398287493,0.4630275484319536,23,5
0.05500902468142075,0.14443901048690092,79,1.2653971491650118,1.0443010557334929,1,0,4,0.7488004622233527,1,0,3,0,0.5737262748570365,-1.4630075435924028,0,1
-1.7102559725711282,-0.6115289836321345,460,0.73492909248308,-1.3349222206881597,1,2,4,-1.4821995724213084,0,0,3,0,-0.6403525032486834,-1.3335947740919771,8,6
-1.3843932937020649,1.1713434307686137,134,-1.351578597132518,-0.8229374650024877,1,0,1,1.0738279433089648,2,0,3,1,0.08025455877987775,-1.5539462464845941,22,2
0.9924547805680702,1.73619754833912,426,1.194668074940754,-0.5217699616579746,1,3,2,0.5916325684089285,3,0,3,0,0.17249226271953325,-0.8258536829439097,14,5
-0.39137577638520027,-0.6489850452611481,153,1.6119696128638739,-1.2144552193503546,2,0,1,1.0488806585765165,3,0,3,0,-1.0784815969620487,-1.2519831176502672,2,6
-1.5861180209991748,0.7616343669821963,178,-1.592057449494994,0.4720827993789182,4,1,4,-0.3346244747286872,0,0,3,1,1.6356128414623243,-0.8171095768965837,12,1
1.121147473650116,-1.1387104068302372,486,-0.30478829861350615,1.3755853094124573,3,3,3,1.0585031826876037,1,1,0,0,0.9622776027028364,-0.37990427453028,1,0
-0.6936537428172113,0.8441669256160838,416,-0.15625724274256528,-1.063871467678098,4,0,3,-1.6447133129641145,0,0,3,1,1.5306924532309654,1.5717801952328996,22,5
-0.4033427567018467,-0.23721197999627136,216,-0.8211105404505864,-0.03990195630675385,0,2,3,-0.8898797549166076,2,0,3,0,1.3761942991320424,0.408231150535377,6,0
1.6376014256877314,0.36825332170115194,137,0.6005438514569906,0.14079854569995395,2,0,1,-0.37632207921006505,3,0,3,0,0.3500498428033706,1.194034813988413,11,4
-1.6901669888652011,-0.9080514104676183,358,-0.7008711142693486,-0.00978520597230255,4,3,4,1.155797593144152,1,1,2,0,1.4707379456701888,0.75799539242842,22,2
0.7593946917915911,1.2232451056229223,302,0.8763872409315951,-1.2746887200192571,2,0,2,-0.6215182491518425,1,0,3,0,-1.4128432737433012,-1.3330118336888221,0,2
1.549154570528067,-1.1309533413751995,116,-0.12089270563043651,1.0744178060679443,1,0,1,0.20815716309300913,1,0,3,0,-1.0404335440869408,0.8477682145143005,9,6
-1.5223763757356747,1.4903051095563404,173,1.3856365753462496,-0.10013545697565644,0,1,3,-0.5502402927734188,3,0,3,0,-1.5615765713459961,-0.7640620002094723,2,0
1.261767382808529,-1.519964937192982,67,0.4944502401206043,-1.2445719696848059,4,1,4,0.044574253204526786,1,0,3,0,-0.5930806799796098,0.5090798402812038,21,5
-0.29941311949347155,-0.733059374635887,107,0.9824808522679815,0.8033670530578826,3,1,2,0.8172273003466395,2,0,3,0,-0.3740161331229273,-0.5338005409632189,2,2
1.303134692699333,0.22123703119054747,279,-0.8281834478730121,0.953950804730139,1,0,0,1.1572231522717205,2,0,3,0,-0.7798620304574129,1.762984647467763,17,1
-0.6741194194613713,1.2468864691417354,133,-0.7362356513814773,1.4057020597469085,1,1,1,-0.4094663289260321,3,0,3,0,1.1479059818813937,-0.8048678284303271,8,3
1.666385034358048,0.2701011898209774,488,0.3034817397151089,-1.0036379670091955,0,1,0,-0.3467417273130192,3,0,3,1,-0.4847013778505144,-0.7500714305337505,0,6
0.5016189059243776,-0.982485671920603,92,1.5907508905965966,0.6829000517200774,1,1,4,-0.8325010000319766,3,0,3,0,-0.7464258627792878,1.5286426053994244,19,5
0.43234982793502313,1.2488466870027755,13,-1.238412078373706,1.736986313425873,1,2,0,-0.4133866165268454,0,0,3,0,0.15865660712858518,-1.6402214261515449,12,1
1.0529311493446238,0.33651939710473644,407,-0.5947775029329622,0.6829000517200774,4,3,3,-0.20953166128455364,3,0,3,1,-1.2306738084624809,0.7101942793697037,12,5
-0.22880674139359541,-0.926146067409627,496,1.4422198347256556,-0.9735212166747441,1,2,1,0.4904178703515669,3,0,3,0,1.0568212492409836,0.8104600287123759,5,4
-0.8462764113722856,0.21741262762728158,47,-1.7122968756762318,-0.34106945965126684,0,0,2,-0.15928070203776495,0,0,3,0,-1.4601150970123749,1.1986983372136542,0,6
-0.8314898799047202,0.6111746719983887,50,1.0178453893801103,-0.07001870664120514,2,0,3,-0.882039179714981,1,0,3,0,1.6955673490231002,1.681955931429208,14,3
-0.5966247373193836,0.6293197642839019,144,0.8834601483540209,1.646636062422519,0,1,4,1.231352226905281,0,0,3,0,0.953053832308871,1.686036514251294,16,3
0.39855446615749635,0.7802126062745774,393,1.6261154277087253,-1.6963232247015754,0,3,1,1.0164491884243336,2,0,3,0,-1.031209773692975,-1.4979839677817073,3,5
1.1656769687187853,1.3762347213542705,475,-1.6486407088744,-0.22060245831346165,2,2,4,0.24736003910114215,2,1,0,1,-1.6987801559562339,1.1479825221391626,16,4
-0.010189890651337368,1.1301120078832785,89,0.3105546471375346,-0.22060245831346165,4,3,4,-1.40842688756964,1,0,3,0,1.101787129911566,0.5341462776168723,22,4
-0.34381360068309236,0.3765526637377969,240,1.7251361316226859,-0.7325872139991337,3,0,4,-0.5677033920861326,0,0,3,1,0.7270714576567141,0.5376439200358029,13,5
1.0110913131371235,-1.6209009557046006,243,-1.5425470975380136,1.6767528127569702,3,0,1,1.5025648509251832,1,0,3,0,0.8031675634069299,-1.27763249538909,20,3
-0.7386950389742226,0.8687751486601074,241,0.8763872409315951,0.41184929871001563,0,1,3,0.032457000620194756,2,0,3,0,0.9495949184111337,0.5475539068894392,16,4
0.6473333494229931,1.6511823400497616,30,0.9612621300007043,1.345468559078006,4,2,4,1.366780344024286,0,0,3,0,-1.4624210396108661,1.7099370707806518,9,5
-1.3768015215107716,-0.6720282072855092,259,-1.6415678014519741,1.556285811419165,4,2,2,-0.022427025791191477,0,0,3,1,-0.4789365213542858,1.4627703398429008,12,5
-1.3510046911294091,0.3737817704035634,59,0.8551685186643179,1.0443010557334929,4,3,3,-1.3585323181047433,2,0,3,0,-1.3171466559059082,-0.19044864350488172,7,3
0.49122828267739305,0.9352176036361234,174,-0.863547984985141,1.3755853094124573,4,3,4,1.6779086236161054,3,0,3,0,1.2666620257037007,-1.5865909090612784,20,0
-1.4568142636670491,0.48550240631367164,125,-0.2977153911910804,-0.8831709656713903,0,0,1,-0.5320644138969208,1,0,3,0,0.43767566154604426,-0.4591841693593697,15,3
-1.2058905216705131,1.4692851153270168,392,0.06300288735263317,-0.762703964333585,1,1,4,-0.21345194888536695,2,0,3,0,-0.5734801678924331,1.1637219130243495,12,2
0.4229053822615648,-0.08975007575898239,203,-0.2977153911910804,0.9238340543956878,3,0,4,0.25163671648384756,2,0,3,0,-1.4981631498874828,0.727099551061201,23,6
-0.22319266781301558,0.11330507056747978,163,-0.5735587806656849,-1.4855059723604163,3,3,0,1.317954943905066,0,0,3,0,-0.6426584458471751,-0.11991285472311801,23,5
0.20400812463299434,-1.5998065572861795,245,0.8198039815521891,-0.40130296032016943,2,1,0,-0.9853922164636955,0,0,3,0,-0.5930806799796098,-1.5335433323741665,0,5
1.646534098994723,1.3917944789988252,389,-0.41795481737231827,1.1647680570712982,0,3,3,-0.45401505166254685,1,1,2,0,0.8054735060054216,-0.23358623333835712,23,5
0.4492538066934253,-0.8222500233248191,50,0.5298147772327331,-0.8831709656713903,3,2,0,-1.6636019714043968,2,0,3,0,0.4872534274136092,-0.08610231134012394,21,5
0.3065782740818038,1.6631964294975372,108,1.3361262233892692,1.646636062422519,0,3,1,1.0007680380210804,2,0,3,1,1.3508289305486363,1.521064380158408,7,2
-0.4247128710606143,-1.0310998379329241,469,-0.8706208924075667,0.29138229737221044,0,0,0,-0.33355530538301087,0,1,0,0,-0.084620337012257,0.516075125119065,12,0
0.44549365240637245,-0.8528856822039562,129,-0.46746516932929855,-1.5156227226948675,4,1,1,-0.3984182456873764,2,0,3,0,-1.3044639716142055,-0.6363980519185114,8,4
-1.6988892534890312,-0.0505817460060998,5,-0.7998918181833091,-1.5457394730293188,2,1,4,0.5039606820634674,0,0,3,0,0.7489779123423822,0.1109315449262904,11,3
0.19020847203043256,0.559812269841006,257,0.38835662878421795,1.0744178060679443,0,1,3,1.448393604077581,3,0,3,0,0.9126998368352714,-1.4956522061690871,10,6
-1.504892464368357,-0.2031539282787438,393,-1.6062032643398454,-0.37118620998571816,3,0,0,-1.378846535672594,3,0,3,1,0.2232229998863445,1.674960646591347,2,0
-0.9798838960991251,-0.5115121693915119,344,-1.6062032643398454,-1.3048054703537084,3,0,0,-0.6047679294029129,1,0,3,0,0.9484419471118883,-0.4673453350035407,17,4
0.21034033247057876,0.1419037090758009,190,1.6331883351311511,-0.37118620998571816,2,0,3,0.9968477504202672,1,0,3,0,-0.01083017386053228,-0.05520646997290509,15,0
0.5741575625786471,1.5933579141431646,32,-1.6910781534089545,0.05044829469660005,0,2,1,-1.4258899868823538,2,0,3,0,0.08947832917384313,-0.4836676662918828,20,6
-0.4085454097564643,1.6060384566963402,249,-0.41088190994989254,-0.5217699616579746,4,1,1,0.7798063732479671,2,0,3,0,-0.23911849111118091,0.6606443451015229,14,6
-0.2899099543384594,-0.594014945286665,347,-0.3825902802601895,0.7732503027234312,2,1,0,-1.2655145850309004,2,0,3,0,-1.6307548493007378,0.5895256159166042,8,5
-0.01558825097732136,0.628039749182095,199,-1.4293805787792015,-0.34106945965126684,0,1,1,0.2847809661998146,2,0,3,0,-1.344817967087805,0.775483604523072,15,0
0.8904090758166726,0.7729509783418941,342,0.03471125766293014,0.05044829469660005,2,1,1,-1.6678786487871022,3,0,3,0,-1.6100013659143153,-0.7885454971419851,11,0
-1.6828266484532302,0.5352300202269717,1,-0.3401528357256349,0.953950804730139,4,2,0,-1.701022898503069,0,0,3,1,0.48264154221662653,-0.62240748224279,0,3
-0.1924285781002686,-1.3403189050318907,107,-0.2977153911910804,-0.6121202126613285,1,1,0,0.9191547779677853,0,0,3,0,-0.631128732854718,-1.2881254226458814,22,5
-1.6944675094624835,0.13978202702759254,336,1.4705114644153587,0.7431335523889799,1,2,0,-0.4992765539628459,2,1,3,0,0.041053534605523634,0.566207999790401,22,2
-0.6364039141714539,0.9164241713108189,296,0.1408048689993165,0.32149904770666177,1,3,2,0.7320501424744232,3,0,3,0,1.4211601798026239,-1.5871738494644334,19,0
0.060160939345718346,-1.0356005619439064,94,1.145157722983774,0.23114879670330785,4,0,0,0.8133070127458262,2,1,3,0,-0.855958136207629,0.36392767989559127,23,4
-1.4666402184263292,-0.5240331434361402,163,0.154950683844168,1.1948848074057494,4,0,2,-0.2476653679470103,0,0,3,0,-0.29907299867195675,1.3152864178446686,14,2
-0.06004223025082676,-1.0252203344427038,199,-0.396736095105041,-0.8831709656713903,2,1,4,0.35891004083337524,1,0,3,0,0.8954052673465861,1.3893198490453624,23,3
1.4647843117251746,1.3456603189840985,336,0.6359083885691195,-0.49165321132352335,3,0,1,0.2345300069530259,3,0,3,0,-0.9274423567608624,-0.1560551597187327,16,5
0.6345168095294726,1.2471052309332737,166,1.6119696128638739,0.7732503027234312,4,1,2,-1.2141944564384355,0,0,3,0,-1.4520442979176549,-0.11991285472311801,22,2
0.9708499378761923,-1.1452946096994452,86,0.19738812837872252,1.1948848074057494,4,2,4,0.0075097158877464685,0,0,3,0,-0.7164486089988994,-1.4571781395608525,6,4
0.27035747674915994,0.9070487228910757,409,-0.4745380767517243,-1.2746887200192571,1,0,1,-0.47718038748553454,1,0,3,0,-1.1603425592084933,0.6198385168806677,19,6
1.3668627260675263,-0.46931099439559415,212,1.3573449456565465,1.556285811419165,1,0,1,0.8250678755482661,1,0,3,0,1.4972562855528402,1.1462337009296975,5,3
-1.2342861983255355,0.6489063286777905,176,-1.096953929925191,0.8937173040612365,1,2,1,1.5791886540319886,1,1,0,0,1.0764217613281608,-0.8707400939868504,4,2
-0.18299547637100053,-0.020239776094690652,73,0.17616940611144527,1.0744178060679443,3,2,3,1.5766939255587438,1,0,3,1,0.47226480052341485,-0.2528232666424744,3,3
0.3280347694819953,-0.09447368202961429,110,-1.4576722084689044,-0.551886711992426,1,3,3,0.7270606855279336,3,0,3,0,1.2954863081848431,1.2074424432609798,17,0
